GO.ID	Term	Annotated	Significant	Expected	Rank in Fisher.classic	Fisher.classic	Fisher.weight01	ontology
GO:1903288	positive regulation of potassium ion import across plasma membrane	6	0	0.01	5307	1.00000	1	BP
GO:1903297	regulation of hypoxia-induced intrinsic apoptotic signaling pathway	10	0	0.01	5308	1.00000	1	BP
GO:1903298	negative regulation of hypoxia-induced intrinsic apoptotic signaling pathway	10	0	0.01	5309	1.00000	1	BP
GO:1903312	negative regulation of mRNA metabolic process	28	0	0.03	5310	1.00000	1	BP
GO:1903314	regulation of nitrogen cycle metabolic process	10	0	0.01	5311	1.00000	1	BP
GO:1903320	regulation of protein modification by small protein conjugation or removal	114	0	0.14	5312	1.00000	1	BP
GO:1903321	negative regulation of protein modification by small protein conjugation or removal	23	0	0.03	5313	1.00000	1	BP
GO:1903322	positive regulation of protein modification by small protein conjugation or removal	84	0	0.1	5314	1.00000	1	BP
GO:1903332	regulation of protein folding	18	0	0.02	5315	1.00000	1	BP
GO:1903338	regulation of cell wall organization or biogenesis	88	0	0.11	5316	1.00000	1	BP
GO:1903339	negative regulation of cell wall organization or biogenesis	7	0	0.01	5317	1.00000	1	BP
GO:1903340	positive regulation of cell wall organization or biogenesis	10	0	0.01	5318	1.00000	1	BP
GO:1903341	regulation of meiotic DNA double-strand break formation	40	0	0.05	5319	1.00000	1	BP
GO:1903343	positive regulation of meiotic DNA double-strand break formation	39	0	0.05	5320	1.00000	1	BP
GO:1903352	L-ornithine transmembrane transport	9	0	0.01	5321	1.00000	1	BP
GO:1903363	negative regulation of cellular protein catabolic process	6	0	0.01	5322	1.00000	1	BP
GO:1903401	L-lysine transmembrane transport	40	0	0.05	5323	1.00000	1	BP
GO:1903409	reactive oxygen species biosynthetic process	66	0	0.08	5324	1.00000	1	BP
GO:1903415	flavonoid transport from endoplasmic reticulum to plant-type vacuole	5	0	0.01	5325	1.00000	1	BP
GO:1903424	fluoride transmembrane transport	14	0	0.02	5326	1.00000	1	BP
GO:1903426	regulation of reactive oxygen species biosynthetic process	14	0	0.02	5327	1.00000	1	BP
GO:1903429	regulation of cell maturation	9	0	0.01	5328	1.00000	1	BP
GO:1903432	regulation of TORC1 signaling	26	0	0.03	5329	1.00000	1	BP
GO:1903446	geraniol metabolic process	13	0	0.02	5330	1.00000	1	BP
GO:1903448	geraniol biosynthetic process	13	0	0.02	5331	1.00000	1	BP
GO:1903457	lactate catabolic process	6	0	0.01	5332	1.00000	1	BP
GO:1903509	liposaccharide metabolic process	493	0	0.6	5333	1.00000	1	BP
GO:1903510	mucopolysaccharide metabolic process	19	0	0.02	5334	1.00000	1	BP
GO:1903513	endoplasmic reticulum to cytosol transport	38	0	0.05	5335	1.00000	1	BP
GO:1903522	regulation of blood circulation	5	0	0.01	5336	1.00000	1	BP
GO:1903525	regulation of membrane tubulation	5	0	0.01	5337	1.00000	1	BP
GO:1903530	regulation of secretion by cell	34	0	0.04	5338	1.00000	1	BP
GO:1903533	regulation of protein targeting	11	0	0.01	5339	1.00000	1	BP
GO:1903601	thermospermine metabolic process	32	0	0.04	5340	1.00000	1	BP
GO:1903602	thermospermine catabolic process	32	0	0.04	5341	1.00000	1	BP
GO:1903648	positive regulation of chlorophyll catabolic process	5	0	0.01	5342	1.00000	1	BP
GO:1903649	regulation of cytoplasmic transport	11	0	0.01	5343	1.00000	1	BP
GO:1903705	positive regulation of production of siRNA involved in RNA interference	5	0	0.01	5344	1.00000	1	BP
GO:1903706	regulation of hemopoiesis	5	0	0.01	5345	1.00000	1	BP
GO:1903716	guanine transmembrane transport	6	0	0.01	5346	1.00000	1	BP
GO:1903725	regulation of phospholipid metabolic process	22	0	0.03	5347	1.00000	1	BP
GO:1903727	positive regulation of phospholipid metabolic process	11	0	0.01	5348	1.00000	1	BP
GO:1903729	regulation of plasma membrane organization	5	0	0.01	5349	1.00000	1	BP
GO:1903789	regulation of amino acid transmembrane transport	11	0	0.01	5350	1.00000	1	BP
GO:1903791	uracil transmembrane transport	15	0	0.02	5351	1.00000	1	BP
GO:1903795	regulation of inorganic anion transmembrane transport	5	0	0.01	5352	1.00000	1	BP
GO:1903798	regulation of production of miRNAs involved in gene silencing by miRNA	25	0	0.03	5353	1.00000	1	BP
GO:1903800	positive regulation of production of miRNAs involved in gene silencing by miRNA	18	0	0.02	5354	1.00000	1	BP
GO:1903825	organic acid transmembrane transport	517	0	0.63	5355	1.00000	1	BP
GO:1903829	positive regulation of cellular protein localization	37	0	0.04	5356	1.00000	1	BP
GO:1903830	magnesium ion transmembrane transport	145	0	0.18	5357	1.00000	1	BP
GO:1903888	regulation of plant epidermal cell differentiation	9	0	0.01	5358	1.00000	1	BP
GO:1903959	regulation of anion transmembrane transport	53	0	0.06	5359	1.00000	1	BP
GO:1903963	arachidonate transport	19	0	0.02	5360	1.00000	1	BP
GO:1904030	negative regulation of cyclin-dependent protein kinase activity	21	0	0.03	5361	1.00000	1	BP
GO:1904062	regulation of cation transmembrane transport	30	0	0.04	5362	1.00000	1	BP
GO:1904063	negative regulation of cation transmembrane transport	7	0	0.01	5363	1.00000	1	BP
GO:1904064	positive regulation of cation transmembrane transport	10	0	0.01	5364	1.00000	1	BP
GO:1904082	pyrimidine nucleobase transmembrane transport	15	0	0.02	5365	1.00000	1	BP
GO:1904143	positive regulation of carotenoid biosynthetic process	14	0	0.02	5366	1.00000	1	BP
GO:1904161	DNA synthesis involved in UV-damage excision repair	7	0	0.01	5367	1.00000	1	BP
GO:1904215	regulation of protein import into chloroplast stroma	11	0	0.01	5368	1.00000	1	BP
GO:1904216	positive regulation of protein import into chloroplast stroma	9	0	0.01	5369	1.00000	1	BP
GO:1904262	negative regulation of TORC1 signaling	22	0	0.03	5370	1.00000	1	BP
GO:1904276	regulation of wax biosynthetic process	32	0	0.04	5371	1.00000	1	BP
GO:1904278	positive regulation of wax biosynthetic process	32	0	0.04	5372	1.00000	1	BP
GO:1904292	regulation of ERAD pathway	27	0	0.03	5373	1.00000	1	BP
GO:1904294	positive regulation of ERAD pathway	22	0	0.03	5374	1.00000	1	BP
GO:1904350	regulation of protein catabolic process in the vacuole	10	0	0.01	5375	1.00000	1	BP
GO:1904356	regulation of telomere maintenance via telomere lengthening	17	0	0.02	5376	1.00000	1	BP
GO:1904357	negative regulation of telomere maintenance via telomere lengthening	5	0	0.01	5377	1.00000	1	BP
GO:1904380	endoplasmic reticulum mannose trimming	5	0	0.01	5378	1.00000	1	BP
GO:1904382	mannose trimming involved in glycoprotein ERAD pathway	5	0	0.01	5379	1.00000	1	BP
GO:1904396	regulation of neuromuscular junction development	8	0	0.01	5380	1.00000	1	BP
GO:1904424	regulation of GTP binding	7	0	0.01	5381	1.00000	1	BP
GO:1904426	positive regulation of GTP binding	7	0	0.01	5382	1.00000	1	BP
GO:1904429	regulation of t-circle formation	10	0	0.01	5383	1.00000	1	BP
GO:1904430	negative regulation of t-circle formation	10	0	0.01	5384	1.00000	1	BP
GO:1904475	regulation of Ras GTPase binding	7	0	0.01	5385	1.00000	1	BP
GO:1904477	positive regulation of Ras GTPase binding	7	0	0.01	5386	1.00000	1	BP
GO:1904587	response to glycoprotein	5	0	0.01	5387	1.00000	1	BP
GO:1904589	regulation of protein import	12	0	0.01	5388	1.00000	1	BP
GO:1904591	positive regulation of protein import	9	0	0.01	5389	1.00000	1	BP
GO:1904629	response to diterpene	7	0	0.01	5390	1.00000	1	BP
GO:1904659	glucose transmembrane transport	31	0	0.04	5391	1.00000	1	BP
GO:1904666	regulation of ubiquitin protein ligase activity	75	0	0.09	5392	1.00000	1	BP
GO:1904667	negative regulation of ubiquitin protein ligase activity	22	0	0.03	5393	1.00000	1	BP
GO:1904668	positive regulation of ubiquitin protein ligase activity	53	0	0.06	5394	1.00000	1	BP
GO:1904812	rRNA acetylation involved in maturation of SSU-rRNA	8	0	0.01	5395	1.00000	1	BP
GO:1904821	chloroplast disassembly	9	0	0.01	5396	1.00000	1	BP
GO:1904823	purine nucleobase transmembrane transport	66	0	0.08	5397	1.00000	1	BP
GO:1904833	positive regulation of removal of superoxide radicals	13	0	0.02	5398	1.00000	1	BP
GO:1904947	folate import into mitochondrion	7	0	0.01	5399	1.00000	1	BP
GO:1904951	positive regulation of establishment of protein localization	39	0	0.05	5400	1.00000	1	BP
GO:1905011	transmembrane phosphate ion transport from cytosol to vacuole	9	0	0.01	5401	1.00000	1	BP
GO:1905034	regulation of antifungal innate immune response	5	0	0.01	5402	1.00000	1	BP
GO:1905037	autophagosome organization	169	0	0.21	5403	1.00000	1	BP
GO:1905038	regulation of membrane lipid metabolic process	9	0	0.01	5404	1.00000	1	BP
GO:1905039	carboxylic acid transmembrane transport	513	0	0.62	5405	1.00000	1	BP
GO:1905097	regulation of guanyl-nucleotide exchange factor activity	7	0	0.01	5406	1.00000	1	BP
GO:1905099	positive regulation of guanyl-nucleotide exchange factor activity	7	0	0.01	5407	1.00000	1	BP
GO:1905114	cell surface receptor signaling pathway involved in cell-cell signaling	15	0	0.02	5408	1.00000	1	BP
GO:1905156	negative regulation of photosynthesis	29	0	0.04	5409	1.00000	1	BP
GO:1905177	tracheary element differentiation	29	0	0.04	5410	1.00000	1	BP
GO:1905181	regulation of urease activity	11	0	0.01	5411	1.00000	1	BP
GO:1905182	positive regulation of urease activity	11	0	0.01	5412	1.00000	1	BP
GO:1905183	negative regulation of protein serine/threonine phosphatase activity	12	0	0.01	5413	1.00000	1	BP
GO:1905267	endonucleolytic cleavage involved in tRNA processing	26	0	0.03	5414	1.00000	1	BP
GO:1905268	negative regulation of chromatin organization	79	0	0.1	5415	1.00000	1	BP
GO:1905269	positive regulation of chromatin organization	120	0	0.15	5416	1.00000	1	BP
GO:1905393	plant organ formation	417	0	0.51	5417	1.00000	1	BP
GO:1905428	regulation of plant organ formation	79	0	0.1	5418	1.00000	1	BP
GO:1905462	regulation of DNA duplex unwinding	13	0	0.02	5419	1.00000	1	BP
GO:1905463	negative regulation of DNA duplex unwinding	13	0	0.02	5420	1.00000	1	BP
GO:1905499	trichome papilla formation	17	0	0.02	5421	1.00000	1	BP
GO:1905508	protein localization to microtubule organizing center	6	0	0.01	5422	1.00000	1	BP
GO:1905582	response to mannose	6	0	0.01	5423	1.00000	1	BP
GO:1905622	negative regulation of leaf development	24	0	0.03	5424	1.00000	1	BP
GO:1905623	positive regulation of leaf development	30	0	0.04	5425	1.00000	1	BP
GO:1905634	regulation of protein localization to chromatin	15	0	0.02	5426	1.00000	1	BP
GO:1905642	negative regulation of DNA methylation	8	0	0.01	5427	1.00000	1	BP
GO:1905774	regulation of DNA helicase activity	13	0	0.02	5428	1.00000	1	BP
GO:1905775	negative regulation of DNA helicase activity	13	0	0.02	5429	1.00000	1	BP
GO:1905784	regulation of anaphase-promoting complex-dependent catabolic process	20	0	0.02	5430	1.00000	1	BP
GO:1905786	positive regulation of anaphase-promoting complex-dependent catabolic process	19	0	0.02	5431	1.00000	1	BP
GO:1905818	regulation of chromosome separation	161	0	0.2	5432	1.00000	1	BP
GO:1905819	negative regulation of chromosome separation	92	0	0.11	5433	1.00000	1	BP
GO:1905820	positive regulation of chromosome separation	27	0	0.03	5434	1.00000	1	BP
GO:1905821	positive regulation of chromosome condensation	5	0	0.01	5435	1.00000	1	BP
GO:1905883	regulation of triglyceride transport	6	0	0.01	5436	1.00000	1	BP
GO:1905885	positive regulation of triglyceride transport	6	0	0.01	5437	1.00000	1	BP
GO:1905897	regulation of response to endoplasmic reticulum stress	32	0	0.04	5438	1.00000	1	BP
GO:1905898	positive regulation of response to endoplasmic reticulum stress	22	0	0.03	5439	1.00000	1	BP
GO:1905933	regulation of cell fate determination	5	0	0.01	5440	1.00000	1	BP
GO:1905952	regulation of lipid localization	20	0	0.02	5441	1.00000	1	BP
GO:1905953	negative regulation of lipid localization	9	0	0.01	5442	1.00000	1	BP
GO:1905954	positive regulation of lipid localization	6	0	0.01	5443	1.00000	1	BP
GO:1905957	regulation of cellular response to alcohol	283	0	0.34	5444	1.00000	1	BP
GO:1905958	negative regulation of cellular response to alcohol	135	0	0.16	5445	1.00000	1	BP
GO:1905959	positive regulation of cellular response to alcohol	109	0	0.13	5446	1.00000	1	BP
GO:1990019	protein storage vacuole organization	23	0	0.03	5447	1.00000	1	BP
GO:1990052	ER to chloroplast lipid transport	13	0	0.02	5448	1.00000	1	BP
GO:1990058	fruit replum development	9	0	0.01	5449	1.00000	1	BP
GO:1990059	fruit valve development	5	0	0.01	5450	1.00000	1	BP
GO:1990066	energy quenching	41	0	0.05	5451	1.00000	1	BP
GO:1990067	intrachromosomal DNA recombination	16	0	0.02	5452	1.00000	1	BP
GO:1990069	stomatal opening	57	0	0.07	5453	1.00000	1	BP
GO:1990074	polyuridylation-dependent mRNA catabolic process	8	0	0.01	5454	1.00000	1	BP
GO:1990110	callus formation	45	0	0.05	5455	1.00000	1	BP
GO:1990116	ribosome-associated ubiquitin-dependent protein catabolic process	20	0	0.02	5456	1.00000	1	BP
GO:1990126	retrograde transport, endosome to plasma membrane	8	0	0.01	5457	1.00000	1	BP
GO:1990138	neuron projection extension	6	0	0.01	5458	1.00000	1	BP
GO:1990144	intrinsic apoptotic signaling pathway in response to hypoxia	10	0	0.01	5459	1.00000	1	BP
GO:1990169	stress response to copper ion	11	0	0.01	5460	1.00000	1	BP
GO:1990170	stress response to cadmium ion	17	0	0.02	5461	1.00000	1	BP
GO:1990182	exosomal secretion	6	0	0.01	5462	1.00000	1	BP
GO:1990258	histone glutamine methylation	10	0	0.01	5463	1.00000	1	BP
GO:1990388	xylem-to-phloem iron transport	6	0	0.01	5464	1.00000	1	BP
GO:1990414	replication-born double-strand break repair via sister chromatid exchange	32	0	0.04	5465	1.00000	1	BP
GO:1990426	mitotic recombination-dependent replication fork processing	18	0	0.02	5466	1.00000	1	BP
GO:1990428	miRNA transport	9	0	0.01	5467	1.00000	1	BP
GO:1990481	mRNA pseudouridine synthesis	34	0	0.04	5468	1.00000	1	BP
GO:1990505	mitotic DNA replication maintenance of fidelity	18	0	0.02	5469	1.00000	1	BP
GO:1990542	mitochondrial transmembrane transport	418	0	0.51	5470	1.00000	1	BP
GO:1990544	mitochondrial ATP transmembrane transport	56	0	0.07	5471	1.00000	1	BP
GO:1990547	mitochondrial phosphate ion transmembrane transport	14	0	0.02	5472	1.00000	1	BP
GO:1990559	mitochondrial coenzyme A transmembrane transport	12	0	0.01	5473	1.00000	1	BP
GO:1990564	protein polyufmylation	12	0	0.01	5474	1.00000	1	BP
GO:1990569	UDP-N-acetylglucosamine transmembrane transport	8	0	0.01	5475	1.00000	1	BP
GO:1990570	GDP-mannose transmembrane transport	10	0	0.01	5476	1.00000	1	BP
GO:1990573	potassium ion import across plasma membrane	72	0	0.09	5477	1.00000	1	BP
GO:1990575	mitochondrial L-ornithine transmembrane transport	7	0	0.01	5478	1.00000	1	BP
GO:1990592	protein K69-linked ufmylation	12	0	0.01	5479	1.00000	1	BP
GO:1990641	response to iron ion starvation	59	0	0.07	5480	1.00000	1	BP
GO:1990778	protein localization to cell periphery	84	0	0.1	5481	1.00000	1	BP
GO:1990822	basic amino acid transmembrane transport	9	0	0.01	5482	1.00000	1	BP
GO:1990882	rRNA acetylation	8	0	0.01	5483	1.00000	1	BP
GO:1990884	RNA acetylation	8	0	0.01	5484	1.00000	1	BP
GO:1990918	double-strand break repair involved in meiotic recombination	38	0	0.05	5485	1.00000	1	BP
GO:1990928	response to amino acid starvation	20	0	0.02	5486	1.00000	1	BP
GO:1990937	xylan acetylation	90	0	0.11	5487	1.00000	1	BP
GO:1990961	xenobiotic detoxification by transmembrane export across the plasma membrane	476	0	0.58	5488	1.00000	1	BP
GO:1990966	ATP generation from poly-ADP-D-ribose	7	0	0.01	5489	1.00000	1	BP
GO:2000001	regulation of DNA damage checkpoint	17	0	0.02	5490	1.00000	1	BP
GO:2000011	regulation of adaxial/abaxial pattern formation	26	0	0.03	5491	1.00000	1	BP
GO:2000012	regulation of auxin polar transport	79	0	0.1	5492	1.00000	1	BP
GO:2000014	regulation of endosperm development	59	0	0.07	5493	1.00000	1	BP
GO:2000022	regulation of jasmonic acid mediated signaling pathway	149	0	0.18	5494	1.00000	1	BP
GO:2000023	regulation of lateral root development	19	0	0.02	5495	1.00000	1	BP
GO:2000024	regulation of leaf development	190	0	0.23	5496	1.00000	1	BP
GO:2000027	regulation of animal organ morphogenesis	7	0	0.01	5497	1.00000	1	BP
GO:2000030	regulation of response to red or far red light	104	0	0.13	5498	1.00000	1	BP
GO:2000031	regulation of salicylic acid mediated signaling pathway	83	0	0.1	5499	1.00000	1	BP
GO:2000032	regulation of secondary shoot formation	71	0	0.09	5500	1.00000	1	BP
GO:2000033	regulation of seed dormancy process	19	0	0.02	5501	1.00000	1	BP
GO:2000035	regulation of stem cell division	6	0	0.01	5502	1.00000	1	BP
GO:2000036	regulation of stem cell population maintenance	15	0	0.02	5503	1.00000	1	BP
GO:2000039	regulation of trichome morphogenesis	11	0	0.01	5504	1.00000	1	BP
GO:2000045	regulation of G1/S transition of mitotic cell cycle	20	0	0.02	5505	1.00000	1	BP
GO:2000058	regulation of ubiquitin-dependent protein catabolic process	153	0	0.19	5506	1.00000	1	BP
GO:2000059	negative regulation of ubiquitin-dependent protein catabolic process	6	0	0.01	5507	1.00000	1	BP
GO:2000060	positive regulation of ubiquitin-dependent protein catabolic process	139	0	0.17	5508	1.00000	1	BP
GO:2000068	regulation of defense response to insect	25	0	0.03	5509	1.00000	1	BP
GO:2000069	regulation of post-embryonic root development	25	0	0.03	5510	1.00000	1	BP
GO:2000071	regulation of defense response by callose deposition	9	0	0.01	5511	1.00000	1	BP
GO:2000082	regulation of L-ascorbic acid biosynthetic process	7	0	0.01	5512	1.00000	1	BP
GO:2000104	negative regulation of DNA-dependent DNA replication	89	0	0.11	5513	1.00000	1	BP
GO:2000105	positive regulation of DNA-dependent DNA replication	19	0	0.02	5514	1.00000	1	BP
GO:2000114	regulation of establishment of cell polarity	13	0	0.02	5515	1.00000	1	BP
GO:2000121	regulation of removal of superoxide radicals	14	0	0.02	5516	1.00000	1	BP
GO:2000134	negative regulation of G1/S transition of mitotic cell cycle	17	0	0.02	5517	1.00000	1	BP
GO:2000142	regulation of DNA-templated transcription, initiation	110	0	0.13	5518	1.00000	1	BP
GO:2000144	positive regulation of DNA-templated transcription, initiation	55	0	0.07	5519	1.00000	1	BP
GO:2000145	regulation of cell motility	12	0	0.01	5520	1.00000	1	BP
GO:2000147	positive regulation of cell motility	8	0	0.01	5521	1.00000	1	BP
GO:2000185	regulation of phosphate transmembrane transport	5	0	0.01	5522	1.00000	1	BP
GO:2000197	regulation of ribonucleoprotein complex localization	17	0	0.02	5523	1.00000	1	BP
GO:2000200	regulation of ribosomal subunit export from nucleus	17	0	0.02	5524	1.00000	1	BP
GO:2000214	regulation of proline metabolic process	7	0	0.01	5525	1.00000	1	BP
GO:2000232	regulation of rRNA processing	16	0	0.02	5526	1.00000	1	BP
GO:2000234	positive regulation of rRNA processing	11	0	0.01	5527	1.00000	1	BP
GO:2000242	negative regulation of reproductive process	183	0	0.22	5528	1.00000	1	BP
GO:2000243	positive regulation of reproductive process	229	0	0.28	5529	1.00000	1	BP
GO:2000278	regulation of DNA biosynthetic process	37	0	0.04	5530	1.00000	1	BP
GO:2000279	negative regulation of DNA biosynthetic process	14	0	0.02	5531	1.00000	1	BP
GO:2000303	regulation of ceramide biosynthetic process	7	0	0.01	5532	1.00000	1	BP
GO:2000306	positive regulation of photomorphogenesis	8	0	0.01	5533	1.00000	1	BP
GO:2000369	regulation of clathrin-dependent endocytosis	6	0	0.01	5534	1.00000	1	BP
GO:2000377	regulation of reactive oxygen species metabolic process	139	0	0.17	5535	1.00000	1	BP
GO:2000378	negative regulation of reactive oxygen species metabolic process	7	0	0.01	5536	1.00000	1	BP
GO:2000379	positive regulation of reactive oxygen species metabolic process	29	0	0.04	5537	1.00000	1	BP
GO:2000468	regulation of peroxidase activity	17	0	0.02	5538	1.00000	1	BP
GO:2000469	negative regulation of peroxidase activity	9	0	0.01	5539	1.00000	1	BP
GO:2000470	positive regulation of peroxidase activity	6	0	0.01	5540	1.00000	1	BP
GO:2000539	regulation of protein geranylgeranylation	8	0	0.01	5541	1.00000	1	BP
GO:2000541	positive regulation of protein geranylgeranylation	8	0	0.01	5542	1.00000	1	BP
GO:2000573	positive regulation of DNA biosynthetic process	23	0	0.03	5543	1.00000	1	BP
GO:2000601	positive regulation of Arp2/3 complex-mediated actin nucleation	22	0	0.03	5544	1.00000	1	BP
GO:2000603	regulation of secondary growth	5	0	0.01	5545	1.00000	1	BP
GO:2000605	positive regulation of secondary growth	5	0	0.01	5546	1.00000	1	BP
GO:2000615	regulation of histone H3-K9 acetylation	44	0	0.05	5547	1.00000	1	BP
GO:2000616	negative regulation of histone H3-K9 acetylation	44	0	0.05	5548	1.00000	1	BP
GO:2000628	regulation of miRNA metabolic process	5	0	0.01	5549	1.00000	1	BP
GO:2000630	positive regulation of miRNA metabolic process	5	0	0.01	5550	1.00000	1	BP
GO:2000634	regulation of primary miRNA processing	18	0	0.02	5551	1.00000	1	BP
GO:2000636	positive regulation of primary miRNA processing	18	0	0.02	5552	1.00000	1	BP
GO:2000637	positive regulation of gene silencing by miRNA	18	0	0.02	5553	1.00000	1	BP
GO:2000641	regulation of early endosome to late endosome transport	11	0	0.01	5554	1.00000	1	BP
GO:2000652	regulation of secondary cell wall biogenesis	43	0	0.05	5555	1.00000	1	BP
GO:2000653	regulation of genetic imprinting	10	0	0.01	5556	1.00000	1	BP
GO:2000694	regulation of phragmoplast microtubule organization	16	0	0.02	5557	1.00000	1	BP
GO:2000756	regulation of peptidyl-lysine acetylation	91	0	0.11	5558	1.00000	1	BP
GO:2000757	negative regulation of peptidyl-lysine acetylation	73	0	0.09	5559	1.00000	1	BP
GO:2000758	positive regulation of peptidyl-lysine acetylation	21	0	0.03	5560	1.00000	1	BP
GO:2000762	regulation of phenylpropanoid metabolic process	75	0	0.09	5561	1.00000	1	BP
GO:2000765	regulation of cytoplasmic translation	70	0	0.09	5562	1.00000	1	BP
GO:2000767	positive regulation of cytoplasmic translation	7	0	0.01	5563	1.00000	1	BP
GO:2000779	regulation of double-strand break repair	56	0	0.07	5564	1.00000	1	BP
GO:2000816	negative regulation of mitotic sister chromatid separation	92	0	0.11	5565	1.00000	1	BP
GO:2000896	amylopectin metabolic process	49	0	0.06	5566	1.00000	1	BP
GO:2000904	regulation of starch metabolic process	55	0	0.07	5567	1.00000	1	BP
GO:2001006	regulation of cellulose biosynthetic process	58	0	0.07	5568	1.00000	1	BP
GO:2001008	positive regulation of cellulose biosynthetic process	7	0	0.01	5569	1.00000	1	BP
GO:2001009	regulation of plant-type cell wall cellulose biosynthetic process	23	0	0.03	5570	1.00000	1	BP
GO:2001011	positive regulation of plant-type cell wall cellulose biosynthetic process	7	0	0.01	5571	1.00000	1	BP
GO:2001020	regulation of response to DNA damage stimulus	171	0	0.21	5572	1.00000	1	BP
GO:2001022	positive regulation of response to DNA damage stimulus	64	0	0.08	5573	1.00000	1	BP
GO:2001057	reactive nitrogen species metabolic process	106	0	0.13	5574	1.00000	1	BP
GO:2001058	D-tagatose 6-phosphate metabolic process	16	0	0.02	5575	1.00000	1	BP
GO:2001059	D-tagatose 6-phosphate catabolic process	16	0	0.02	5576	1.00000	1	BP
GO:2001060	D-glycero-D-manno-heptose 7-phosphate metabolic process	8	0	0.01	5577	1.00000	1	BP
GO:2001061	D-glycero-D-manno-heptose 7-phosphate biosynthetic process	8	0	0.01	5578	1.00000	1	BP
GO:2001106	regulation of Rho guanyl-nucleotide exchange factor activity	7	0	0.01	5579	1.00000	1	BP
GO:2001108	positive regulation of Rho guanyl-nucleotide exchange factor activity	7	0	0.01	5580	1.00000	1	BP
GO:2001142	nicotinate transport	7	0	0.01	5581	1.00000	1	BP
GO:2001143	N-methylnicotinate transport	7	0	0.01	5582	1.00000	1	BP
GO:2001210	regulation of isopentenyl diphosphate biosynthetic process, mevalonate pathway	10	0	0.01	5583	1.00000	1	BP
GO:2001233	regulation of apoptotic signaling pathway	16	0	0.02	5584	1.00000	1	BP
GO:2001234	negative regulation of apoptotic signaling pathway	13	0	0.02	5585	1.00000	1	BP
GO:2001242	regulation of intrinsic apoptotic signaling pathway	11	0	0.01	5586	1.00000	1	BP
GO:2001243	negative regulation of intrinsic apoptotic signaling pathway	10	0	0.01	5587	1.00000	1	BP
GO:2001251	negative regulation of chromosome organization	199	0	0.24	5588	1.00000	1	BP
GO:2001252	positive regulation of chromosome organization	157	0	0.19	5589	1.00000	1	BP
GO:2001257	regulation of cation channel activity	6	0	0.01	5590	1.00000	1	BP
GO:2001289	lipid X metabolic process	21	0	0.03	5591	1.00000	1	BP
GO:2001293	malonyl-CoA metabolic process	144	0	0.17	5592	1.00000	1	BP
GO:2001294	malonyl-CoA catabolic process	12	0	0.01	5593	1.00000	1	BP
GO:2001295	malonyl-CoA biosynthetic process	131	0	0.16	5594	1.00000	1	BP
GO:0000977	RNA polymerase II transcription regulatory region sequence-specific DNA binding	900	1	1.08	249	0.66386	1	MF
GO:0001067	regulatory region nucleic acid binding	2102	6	2.53	45	0.04138	1	MF
GO:0003674	molecular_function	72314	87	87	317	1.00000	1	MF
GO:0003690	double-stranded DNA binding	2989	6	3.6	109	0.15109	1	MF
GO:0003712	transcription coregulator activity	687	1	0.83	223	0.56437	1	MF
GO:0003880	protein C-terminal carboxyl O-methyltransferase activity	8	1	0.01	11	0.00958	1	MF
GO:0004175	endopeptidase activity	2890	5	3.48	134	0.26808	1	MF
GO:0004180	carboxypeptidase activity	451	2	0.54	89	0.10284	1	MF
GO:0004386	helicase activity	2853	4	3.43	195	0.45065	1	MF
GO:0004518	nuclease activity	2832	4	3.41	193	0.44502	1	MF
GO:0004519	endonuclease activity	2026	3	2.44	190	0.44172	1	MF
GO:0004521	endoribonuclease activity	1537	3	1.85	137	0.28209	1	MF
GO:0004527	exonuclease activity	712	1	0.86	227	0.57741	1	MF
GO:0004540	ribonuclease activity	1840	3	2.21	166	0.38171	1	MF
GO:0004549	tRNA-specific ribonuclease activity	99	1	0.12	94	0.11242	1	MF
GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	2800	4	3.37	187	0.43641	1	MF
GO:0004620	phospholipase activity	526	1	0.63	203	0.47034	1	MF
GO:0004712	protein serine/threonine/tyrosine kinase activity	184	1	0.22	120	0.19891	1	MF
GO:0004721	phosphoprotein phosphatase activity	1499	1	1.8	282	0.83854	1	MF
GO:0004722	protein serine/threonine phosphatase activity	1216	1	1.46	271	0.77151	1	MF
GO:0004857	enzyme inhibitor activity	1038	1	1.25	262	0.71595	1	MF
GO:0004866	endopeptidase inhibitor activity	282	1	0.34	139	0.28833	1	MF
GO:0004888	transmembrane signaling receptor activity	1074	2	1.29	162	0.37121	1	MF
GO:0005102	signaling receptor binding	363	1	0.44	161	0.35473	1	MF
GO:0005215	transporter activity	8441	7	10.16	294	0.89430	1	MF
GO:0005384	manganese ion transmembrane transporter activity	138	1	0.17	110	0.15319	1	MF
GO:0005488	binding	55060	65	66.24	251	0.67573	1	MF
GO:0005543	phospholipid binding	1024	1	1.23	261	0.71105	1	MF
GO:0008047	enzyme activator activity	620	3	0.75	42	0.03915	1	MF
GO:0008092	cytoskeletal protein binding	2198	4	2.64	136	0.27240	1	MF
GO:0008094	DNA-dependent ATPase activity	1637	1	1.97	286	0.86375	1	MF
GO:0008170	N-methyltransferase activity	633	1	0.76	220	0.53484	1	MF
GO:0008171	O-methyltransferase activity	309	2	0.37	56	0.05370	1	MF
GO:0008173	RNA methyltransferase activity	437	2	0.53	83	0.09757	1	MF
GO:0008194	UDP-glycosyltransferase activity	2240	1	2.69	303	0.93538	1	MF
